fold,feature_set,model,horizon_steps,horizon_minutes,n,p,n_train,n_val,n_test,runtime_s,train_MAE,train_RMSE,train_R2,val_MAE,val_RMSE,val_R2,test_MAE,test_RMSE,test_R2,feature_display_name,main_manuscript_configuration
fold_4,AR-LeafParents,iTransformer,1,10,11453,3,6413,1008,1008,4.534379959106445,0.5445375508395977,0.7904451493963068,0.8821070824397892,0.3672459107101279,0.4715679183645318,0.8903440358052275,0.5738591253189813,0.7536099715847484,0.7254267528416127,AR-LeafParents,True
fold_5,AR-LeafParents,iTransformer,1,10,11453,3,5405,1008,1008,1.3879058361053467,0.6567418536466071,0.9580367452273844,0.8282226280467546,0.5948263626836834,0.7902303677063254,0.7486482740202944,0.4311080244356993,0.577394517833803,0.8356048249473194,AR-LeafParents,True
fold_1,AR_AirT,PatchTST,1,10,11451,4,9435,1008,1008,8.052737474441528,0.3001836324742206,0.5161662624998488,0.9474379643266063,0.132408490483723,0.18449169539201857,0.9840031354698313,0.13080509019276454,0.17663825865019062,0.9834601882784139,AR-AirT,True
fold_2,AR_AirT,PatchTST,1,10,11451,4,8427,1008,1008,2.87453556060791,0.3585033329748316,0.5810103831306742,0.9292038509605431,0.2200520826521374,0.319437895687122,0.9676407968939009,0.19322487861391097,0.27911344499457214,0.9633863742927862,AR-AirT,True
fold_3,AR_AirT,PatchTST,1,10,11451,4,7419,1008,1008,2.3992762565612793,0.37645196017261584,0.6098672468265354,0.925569565177685,0.20391657821715817,0.28482011256484335,0.9607801205289372,0.387962025687808,0.5167601961318752,0.9153156703245813,AR-AirT,True
fold_4,AR_AirT,PatchTST,1,10,11451,4,6411,1008,1008,4.834447860717773,0.3668942111731479,0.5997368791773544,0.9321442022083812,0.18292105949744975,0.2642632751630927,0.9655636287574777,0.1988014876653277,0.2789969907697271,0.9623674207144869,AR-AirT,True
fold_5,AR_AirT,PatchTST,1,10,11451,4,5403,1008,1008,2.6369235515594482,0.4081888558091761,0.6476157315628339,0.9215270468403756,0.21049774676541633,0.3061486769380736,0.9622741342159119,0.18173537060066502,0.2586938689602488,0.9669998414128916,AR-AirT,True
fold_1,AR_AirT,RF,1,10,11451,4,9435,1008,1008,0.279555082321167,0.20377841039080155,0.3418702183203398,0.9769423264869825,0.1767328247616967,0.23516624307623857,0.9740085094772861,0.16437942074641512,0.2234947040178614,0.9735213715823694,AR-AirT,True
fold_2,AR_AirT,RF,1,10,11451,4,8427,1008,1008,0.2938411235809326,0.21215034349095785,0.35455787349723394,0.9736357078507152,0.318816286635046,0.4648765242545042,0.9314669316981118,0.3089218931254905,0.45218629953537837,0.9039016296338882,AR-AirT,True
fold_3,AR_AirT,RF,1,10,11451,4,7419,1008,1008,0.26467061042785645,0.22054542545596859,0.36731846035969523,0.9729998953992717,0.24170673391065317,0.3389308825427432,0.9444623841532256,0.3674282186966811,0.5249995957010166,0.912593670448651,AR-AirT,True
fold_4,AR_AirT,RF,1,10,11451,4,6411,1008,1008,0.2634432315826416,0.23065486648964212,0.3850087607330859,0.9720355247807836,0.2021518160474616,0.2873739964576065,0.95927710072025,0.256254826961314,0.35491848990827823,0.9390993122325039,AR-AirT,True
fold_5,AR_AirT,RF,1,10,11451,4,5403,1008,1008,0.2540113925933838,0.24921538944465096,0.4080965372677877,0.9688390251067898,0.3000575075475815,0.41825437780972785,0.9295865810400683,0.2028702461890908,0.288886762202041,0.958847233347488,AR-AirT,True
fold_1,AR_AirT,Ridge,1,10,11451,4,9435,1008,1008,0.0,0.325399618425169,0.5447485396921852,0.9414556354796182,0.16064380037162884,0.21353815461425865,0.9785695054267648,0.15494398300276105,0.20342284906842056,0.9780638464547782,AR-AirT,True
fold_2,AR_AirT,Ridge,1,10,11451,4,8427,1008,1008,0.0010001659393310547,0.3451667783629298,0.5704807368486237,0.9317466744994778,0.18987864110957503,0.24721323914912924,0.980619347459909,0.17770958686294755,0.23058753746533572,0.9750107693280243,AR-AirT,True
fold_3,AR_AirT,Ridge,1,10,11451,4,7419,1008,1008,0.0010006427764892578,0.36696127351705854,0.5990239174643879,0.9281927554248013,0.2002930480978927,0.28565527604619834,0.9605497784108493,0.20112044826053568,0.2580369945892916,0.9788851064995733,AR-AirT,True
fold_4,AR_AirT,Ridge,1,10,11451,4,6411,1008,1008,0.0010008811950683594,0.392953931732275,0.6331202324589983,0.9243797976973409,0.2128351111956342,0.30557348509194293,0.9539557832584374,0.20686752328522287,0.2919382054395994,0.9587952944202418,AR-AirT,True
fold_5,AR_AirT,Ridge,1,10,11451,4,5403,1008,1008,0.0009129047393798828,0.42484433049198767,0.6750852080160323,0.9147287948090734,0.23921408609509004,0.32884443694557813,0.9564733302691849,0.21429241448133132,0.30614535102216234,0.9537832829674847,AR-AirT,True
fold_1,AR_AirT,TimeMixer,1,10,11451,4,9435,1008,1008,4.1581456661224365,0.3531029442591563,0.5773109978853117,0.9342474487019411,0.15331572472103053,0.21063686828122008,0.9791478902751356,0.15248401679689924,0.20433643329190826,0.9778663708467777,AR-AirT,True
fold_2,AR_AirT,TimeMixer,1,10,11451,4,8427,1008,1008,2.009598970413208,0.3888512390657184,0.6171780865981534,0.9201154408343906,0.22207667305355974,0.29608888989278415,0.9721984398004789,0.19804973950461727,0.2609680116582847,0.9679922035458225,AR-AirT,True
fold_3,AR_AirT,TimeMixer,1,10,11451,4,7419,1008,1008,4.020869493484497,0.3633154114426522,0.5935929361254519,0.929488917138376,0.19832977036499919,0.28498565856246566,0.9607345157372705,0.3260428257594033,0.4820534219436765,0.9263088582092373,AR-AirT,True
fold_4,AR_AirT,TimeMixer,1,10,11451,4,6411,1008,1008,4.926007509231567,0.3843367952559625,0.6229346169894953,0.9267933756567641,0.19652050823130937,0.2909767291492762,0.9582496356180433,0.18924608654446068,0.2738609438583233,0.9637402213640263,AR-AirT,True
fold_5,AR_AirT,TimeMixer,1,10,11451,4,5403,1008,1008,1.2954049110412598,0.4848452357327147,0.7377940511657312,0.8981512940792123,0.31818740409462165,0.42115584745233925,0.9286062636025556,0.26722867680605117,0.37203544523771537,0.9317484698630185,AR-AirT,True
fold_1,AR_AirT,XGBoost,1,10,11451,4,9435,1008,1008,0.08650541305541992,0.2637459520333301,0.42665549629950017,0.9640873348437433,0.1863557439380221,0.24200161256503536,0.9724756074499269,0.16007989512549503,0.21689826598481818,0.9750613366763965,AR-AirT,True
fold_2,AR_AirT,XGBoost,1,10,11451,4,8427,1008,1008,0.08407115936279297,0.27178525971641454,0.4375874017385015,0.959842056196582,0.33224728137727766,0.47944899960218074,0.9271029793173817,0.31038885003044486,0.4295160399711939,0.913295827624925,AR-AirT,True
fold_3,AR_AirT,XGBoost,1,10,11451,4,7419,1008,1008,0.09100341796875,0.2811155944578398,0.4506369987556682,0.9593618781884855,0.2470305718315971,0.34594233987080547,0.9421408053563162,0.3816276137790982,0.550822382318148,0.903783821459253,AR-AirT,True
fold_4,AR_AirT,XGBoost,1,10,11451,4,6411,1008,1008,0.07755446434020996,0.2921071922937435,0.4624930039162121,0.9596470039119664,0.20349727852634641,0.29274662064007057,0.9577401904327059,0.2624728053713601,0.36470082307472285,0.9356959340736416,AR-AirT,True
fold_5,AR_AirT,XGBoost,1,10,11451,4,5403,1008,1008,0.08350920677185059,0.31308154950073996,0.48669859818876343,0.9556794228068591,0.3134576680367687,0.46072427548527534,0.9145609062761366,0.20560965078848373,0.29067505579434705,0.9583361610494112,AR-AirT,True
fold_1,AR_AirT,iTransformer,1,10,11451,4,9435,1008,1008,2.8681652545928955,0.41819552786420644,0.6443246758469082,0.9180964974074647,0.1699277975445702,0.23385345439061603,0.9742978885566067,0.1969295830196805,0.25055521248474555,0.9667211817062727,AR-AirT,True
fold_2,AR_AirT,iTransformer,1,10,11451,4,8427,1008,1008,2.2071988582611084,0.4135914649239681,0.63897629636298,0.9143728788307285,0.220382561380901,0.3019788833624559,0.9710813446669753,0.19689688644711925,0.26880879938257285,0.9660399605905265,AR-AirT,True
fold_3,AR_AirT,iTransformer,1,10,11451,4,7419,1008,1008,1.789001703262329,0.44206223451691123,0.6814177118549675,0.907080519768749,0.27114132010747505,0.35899715396144044,0.9376915484719396,0.31417461137922975,0.39572461853342245,0.9503395004842277,AR-AirT,True
fold_4,AR_AirT,iTransformer,1,10,11451,4,6411,1008,1008,6.089134454727173,0.4443213691919401,0.6757168632027506,0.9138619641194212,0.2128828730995273,0.30399653251367365,0.9544297916016464,0.2446911079813293,0.3499968942156217,0.9407766011198772,AR-AirT,True
fold_5,AR_AirT,iTransformer,1,10,11451,4,5403,1008,1008,6.219765663146973,0.458905294951972,0.7084823604911211,0.9060831969754279,0.26703718409016036,0.374798400315737,0.9434581650263072,0.24887552816401073,0.34509968346244824,0.9412736679060706,AR-AirT,True
fold_1,AR_AirT_PAR,PatchTST,1,10,11451,5,9435,1008,1008,5.32949686050415,0.31326984713967815,0.5360892522779107,0.9433020772793865,0.1337955597468785,0.18758156924858255,0.9834628162229127,0.13544042995997843,0.18090193512315508,0.9826520789381701,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,PatchTST,1,10,11451,5,8427,1008,1008,2.129884958267212,0.36857217638533857,0.598422218370381,0.9248970031577115,0.24895057087852837,0.33476587789320017,0.9644608272232539,0.23177407771821995,0.30539229927866307,0.9561673844020192,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,PatchTST,1,10,11451,5,7419,1008,1008,4.299641132354736,0.3510474459180388,0.5820336375404853,0.93220836547337,0.17889863021790034,0.2600754262261692,0.9672988078890241,0.24897245596325587,0.3853000675833468,0.9529214459354655,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,PatchTST,1,10,11451,5,6411,1008,1008,3.3524723052978516,0.370050492329022,0.6124980180795593,0.9292258233659079,0.1851991291903945,0.2676144436499874,0.9646847037614728,0.20462754098195873,0.2848099177912814,0.960782928130064,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,PatchTST,1,10,11451,5,5403,1008,1008,5.076210021972656,0.3900306292283037,0.6364877715117492,0.9242006737613919,0.2131592811633205,0.30577193374081435,0.9623669271574246,0.20830907256514936,0.2839650109129172,0.960237524247693,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,RF,1,10,11451,5,9435,1008,1008,0.2951033115386963,0.19180667438663435,0.3217788166235289,0.9795728467456446,0.17978325994842614,0.2415296997593249,0.9725828501127463,0.1783600215068851,0.2391394991080682,0.9696845762858693,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,RF,1,10,11451,5,8427,1008,1008,0.2809929847717285,0.19782973893096426,0.3315446091934123,0.9769470881730306,0.35250915494981394,0.5025893630669291,0.919896492856276,0.3302419372812862,0.45479679235042325,0.9027888660194774,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,RF,1,10,11451,5,7419,1008,1008,0.2790827751159668,0.20454577833327828,0.34311520491310327,0.9764408366183621,0.24021825001596608,0.3227150313424938,0.949649552374465,0.40810159538802615,0.5615881700674362,0.899985988504372,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,RF,1,10,11451,5,6411,1008,1008,0.28002047538757324,0.21281236760375513,0.3590704664781244,0.9756765697534832,0.22341432900112515,0.3024569525774255,0.9548902002721048,0.28010727076323727,0.36598949434627676,0.935240694040288,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,RF,1,10,11451,5,5403,1008,1008,0.25863003730773926,0.22911055289258242,0.3804266372088152,0.9729213472159873,0.3123478249858705,0.4312358147129077,0.9251478832443113,0.23726521623504257,0.3208637739054156,0.9492325757720244,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,Ridge,1,10,11451,5,9435,1008,1008,0.0,0.32545086985576327,0.5373346176480925,0.9430383464014407,0.18200836750254118,0.23533646819019954,0.9739708679715905,0.1922498123073128,0.23783675171500135,0.9700139720275999,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,Ridge,1,10,11451,5,8427,1008,1008,0.0010004043579101562,0.34384008266830723,0.5607347863658292,0.9340588000031522,0.2313023722453749,0.29051886749731,0.9732346066380357,0.21658738156295745,0.2696218411223192,0.965834218176354,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,Ridge,1,10,11451,5,7419,1008,1008,0.0,0.3658985817868362,0.5888888574683817,0.9306020550486371,0.1982514819251618,0.27957604995253277,0.9622110455170096,0.24557279173738902,0.30435429868589564,0.9706245975285824,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,Ridge,1,10,11451,5,6411,1008,1008,0.0010001659393310547,0.3925448385042403,0.6225750950837426,0.9268778525484475,0.2079450825907031,0.298121301403256,0.9561742081594176,0.20455021601114728,0.28557524638076165,0.9605718801960312,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,Ridge,1,10,11451,5,5403,1008,1008,0.0010001659393310547,0.424519534061423,0.6636692352524662,0.9175883538388525,0.24119022979366447,0.3260135874127787,0.9572195012949289,0.21155899354358654,0.3014538735785696,0.9551889116105442,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,TimeMixer,1,10,11451,5,9435,1008,1008,7.749024391174316,0.3202991671229736,0.5230650866090791,0.9460235382375538,0.15533254199557825,0.21216178005574182,0.978844878482076,0.1658772367901271,0.2126379861980205,0.9760313974810789,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,TimeMixer,1,10,11451,5,8427,1008,1008,2.3224921226501465,0.3835578070001695,0.596197147301927,0.9254544651789132,0.3485050778918795,0.4371557861851339,0.9393965417106698,0.3196737207685197,0.387238771316006,0.9295243824299565,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,TimeMixer,1,10,11451,5,7419,1008,1008,3.632925510406494,0.3838997571195042,0.5960459332682844,0.9289049450042396,0.23014046211631922,0.3192444895261189,0.9507266867174213,0.4945919892901465,0.664279358318486,0.8600649651319214,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,TimeMixer,1,10,11451,5,6411,1008,1008,1.86354660987854,0.42479458713624274,0.6555100848154711,0.918936713848376,0.22756189568332894,0.32348980321546916,0.9483981886976355,0.23342529546646834,0.3209810466719257,0.9501891761347796,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,TimeMixer,1,10,11451,5,5403,1008,1008,2.7753350734710693,0.44590348644210703,0.6848316882363799,0.9122488307185964,0.2911446968428875,0.3877860008666497,0.9394716694925382,0.24533420610680148,0.3353087000924199,0.9445587008089078,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,XGBoost,1,10,11451,5,9435,1008,1008,0.09061145782470703,0.24581853904818624,0.3900773634907976,0.9699811228175269,0.1886326350863017,0.2537407484159717,0.9697405063599294,0.1796708941081213,0.24519569267433425,0.9681296608112805,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,XGBoost,1,10,11451,5,8427,1008,1008,0.08651018142700195,0.25219199667119263,0.4002165404065572,0.9664083053036954,0.3651317989258539,0.5084966100874218,0.9180024135345854,0.33524832581716857,0.4536036188186944,0.9032982697911927,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,XGBoost,1,10,11451,5,7419,1008,1008,0.09450984001159668,0.25938386156907905,0.41034307208841175,0.966304326048522,0.23206787926810118,0.3207389648020332,0.9502642818169464,0.4010334235902816,0.5577625958276761,0.9013439510150731,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,XGBoost,1,10,11451,5,6411,1008,1008,0.07950830459594727,0.2695329339398647,0.42412037089160587,0.9660653233629537,0.21147512779034,0.2903056449829668,0.9584419925764252,0.2624112599236624,0.3461510412140152,0.9420709732909122,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,XGBoost,1,10,11451,5,5403,1008,1008,0.0955801010131836,0.28359383649822373,0.4429196555562274,0.9632941636584987,0.3099629569631324,0.4481345876759208,0.9191665023816045,0.2232400363841384,0.3060653266277928,0.9538074413053504,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,iTransformer,1,10,11451,5,9435,1008,1008,6.473186016082764,0.3902075310303472,0.5980591270433021,0.929436324845067,0.18668656122116817,0.24571244475879112,0.9716250222683455,0.18554689853910428,0.2384328790870565,0.9698634663215442,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,iTransformer,1,10,11451,5,8427,1008,1008,5.816563129425049,0.40439467727270084,0.6022021592844307,0.9239452287653215,0.31862176236652195,0.45518072606848425,0.9342958692766351,0.29653448695228213,0.3809439352765194,0.9317970199478369,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,iTransformer,1,10,11451,5,7419,1008,1008,8.303648233413696,0.424105528153236,0.6274995150362201,0.9212035366874916,0.24868880726042247,0.3386612598158515,0.9445507104058057,0.2792743025885688,0.3804290162575911,0.9541042771961615,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,iTransformer,1,10,11451,5,6411,1008,1008,2.210247755050659,0.4983114242207592,0.715139920602917,0.9035177341859142,0.28505212319591067,0.36836887690646986,0.9330871366337014,0.3146219074158441,0.4106089865216825,0.9184879440619164,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,iTransformer,1,10,11451,5,5403,1008,1008,3.01554012298584,0.47705155139099154,0.7159657230736053,0.9040887218225753,0.3323777484116304,0.4624768671654668,0.9139096506014166,0.2615753019928302,0.34757051296951874,0.940429725061085,AR-AirT-PAR,False
fold_1,AR_AirT_PAR_window,PatchTST,1,10,11451,9,9435,1008,1008,9.890714883804321,0.3001855832303924,0.49184448824266536,0.9522747112501672,0.15812851330590624,0.21660517481746355,0.9779494777835519,0.18704649213760624,0.24009530134115067,0.9694417602299348,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,PatchTST,1,10,11451,9,8427,1008,1008,4.0183751583099365,0.4118933949490066,0.6072247657173643,0.9226712839108479,0.2671949388867333,0.3816600465140341,0.9538067686803039,0.22045839014507468,0.30486079986776615,0.9563198226695837,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,PatchTST,1,10,11451,9,7419,1008,1008,2.985787868499756,0.41820240629485717,0.6265425316500735,0.9214436943414948,0.23494709686357143,0.3253370538883647,0.9488280453500286,0.4185323074128892,0.5461577320887705,0.9054065384550147,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,PatchTST,1,10,11451,9,6411,1008,1008,5.1223976612091064,0.41189406168069015,0.6186094693638029,0.9278064201756735,0.2369377843665068,0.3111033162059717,0.9522742199069696,0.2212011219098184,0.30850476083450235,0.9539861377449835,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,PatchTST,1,10,11451,9,5403,1008,1008,6.4465532302856445,0.398861037444576,0.6185979070478994,0.9284017991240124,0.2658496375850461,0.3661649976404946,0.9460330224989565,0.24035195514638588,0.3253104742005168,0.9478157016765717,AR-LeafParents-window,False
fold_1,AR_AirT_PAR_window,RF,1,10,11451,9,9435,1008,1008,0.3117179870605469,0.18382633788475566,0.30517968937445467,0.9816259793508049,0.17084279976391042,0.23426573850430377,0.9742071829208645,0.1796852611748851,0.24085937108870853,0.9692469560976839,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,RF,1,10,11451,9,8427,1008,1008,0.3116419315338135,0.18810335984244034,0.3133542029855856,0.9794073188071868,0.3931181906263154,0.5671684856160448,0.8979885012027847,0.3632506907185258,0.4924627282173492,0.8860201826318475,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,RF,1,10,11451,9,7419,1008,1008,0.29390883445739746,0.19403660367545084,0.3232636648577247,0.9790880890630925,0.2379258816659791,0.32394440524152895,0.9492652044368088,0.4584368580374774,0.6364126159898008,0.8715593466445816,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,RF,1,10,11451,9,6411,1008,1008,0.29480433464050293,0.2014415469551684,0.3376893000019559,0.9784870459414509,0.22743531856017127,0.30438055851907125,0.9543145850330097,0.2803728428641577,0.36824571055596816,0.9344397892958557,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,RF,1,10,11451,9,5403,1008,1008,0.28668999671936035,0.21616250818472577,0.3570588210140286,0.9761458058224756,0.3581117732910189,0.5140108525161359,0.893654524227175,0.24319142267671584,0.3246320143120866,0.9480331433893575,AR-LeafParents-window,False
fold_1,AR_AirT_PAR_window,Ridge,1,10,11451,9,9435,1008,1008,0.0009894371032714844,0.318205649610484,0.5282175157107183,0.9449549154063448,0.1972458528725088,0.25833321272739695,0.9686352584407278,0.20946261585173462,0.266306649218063,0.9624054377314649,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,Ridge,1,10,11451,9,8427,1008,1008,0.0009992122650146484,0.3327185231857947,0.548014641376371,0.9370165898774289,0.2592343825332251,0.3383775742673869,0.9636898459946454,0.2284371765099451,0.29354570819083287,0.9595020822926793,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,Ridge,1,10,11451,9,7419,1008,1008,0.00099945068359375,0.3525540536943666,0.5747857639134267,0.9338862269864135,0.20352515887599876,0.2847140476111911,0.9608093254899982,0.2725314058406044,0.35328270485691354,0.9604205550887585,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,Ridge,1,10,11451,9,6411,1008,1008,0.0,0.38036217943234557,0.6093540899294182,0.9299505207686884,0.18739724293105234,0.2670530401977188,0.9648327176971914,0.20827308507747622,0.28818085731496385,0.9598491073403982,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,Ridge,1,10,11451,9,5403,1008,1008,0.0,0.41124896912675973,0.6495919708639117,0.9210473859962721,0.23696889369337845,0.32010937829841885,0.9587550067023586,0.19212148849316713,0.27066846521589905,0.9638740667193756,AR-LeafParents-window,False
fold_1,AR_AirT_PAR_window,TimeMixer,1,10,11451,9,9435,1008,1008,6.257526636123657,0.359813965962154,0.5632097419992278,0.93742033074993,0.15611122668735558,0.22258260539969021,0.976715674242065,0.18292684782119012,0.23867097564339054,0.9698032482211046,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,TimeMixer,1,10,11451,9,8427,1008,1008,3.980712413787842,0.3904824011359789,0.5968837681597234,0.9252826629719815,0.3515798704964774,0.4927454411461891,0.9230036434039277,0.2773347909109932,0.361498668230892,0.938582147559361,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,TimeMixer,1,10,11451,9,7419,1008,1008,5.218279838562012,0.40055963372383024,0.6154727222979466,0.924195051732001,0.18598501872583856,0.27069055745694826,0.964574893861005,0.30517501899174276,0.4351386980723278,0.9399545143991574,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,TimeMixer,1,10,11451,9,6411,1008,1008,2.4195995330810547,0.4718765515788837,0.7018286458061286,0.9070760567556639,0.2327187420325304,0.3312649524274571,0.9458878567764125,0.27775437884860565,0.37088411460893844,0.9334969732183157,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,TimeMixer,1,10,11451,9,5403,1008,1008,4.9464826583862305,0.4387680995173741,0.6740444599071577,0.9149915096094499,0.2741075386086315,0.3734422529469918,0.9438665997222498,0.22855825464561497,0.3214359385425226,0.9490513572871994,AR-LeafParents-window,False
fold_1,AR_AirT_PAR_window,XGBoost,1,10,11451,9,9435,1008,1008,0.10351014137268066,0.23597990007006575,0.3667957258005575,0.9734575211856952,0.1828003261202857,0.25242620613909145,0.9700532219764958,0.1776492752347673,0.24190103731627097,0.9689803799779625,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,XGBoost,1,10,11451,9,8427,1008,1008,0.09408211708068848,0.23924755027157102,0.3745622864266687,0.9705767973898969,0.38916433190542554,0.5535854653041788,0.9028161044869134,0.35311547165825247,0.48256509142137116,0.890555730380646,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,XGBoost,1,10,11451,9,7419,1008,1008,0.09604692459106445,0.24420518400132837,0.38010649592231704,0.9710871755439399,0.2172975267682756,0.2970759774461512,0.9573322229973777,0.4312299312107147,0.6045944523089608,0.8840813643094585,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,XGBoost,1,10,11451,9,6411,1008,1008,0.09005188941955566,0.2543966370822621,0.39297274659799764,0.9708666574929222,0.20861425865684652,0.28617936886128187,0.9596149711078491,0.25275517872401637,0.3337648589569398,0.946142503025808,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,XGBoost,1,10,11451,9,5403,1008,1008,0.0935060977935791,0.2681547979482736,0.4110681855554439,0.968383561307112,0.3241345031105168,0.47129180345446753,0.9105965630106343,0.22329284747862096,0.30372863731821415,0.9545100731802068,AR-LeafParents-window,False
fold_1,AR_AirT_PAR_window,iTransformer,1,10,11451,9,9435,1008,1008,8.85691499710083,0.5011826664581028,0.7149832536199016,0.8991479602019173,0.5268961515123882,0.7329844677576959,0.7474945437262646,0.44948861031305226,0.6583608543184033,0.7702322812242036,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,iTransformer,1,10,11451,9,8427,1008,1008,5.667374849319458,0.5031109543564316,0.7167322690275401,0.8922652611286612,0.7704601600435045,1.0976299519773929,0.6179353611442918,0.6639127174256338,0.851283355650343,0.6594118704232959,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,iTransformer,1,10,11451,9,7419,1008,1008,3.6488940715789795,0.5556786223093589,0.7772165559658175,0.8791173359632564,0.4835473223338051,0.6458252876130467,0.798351479809441,0.8941917374777415,1.1805987685527743,0.55799254209953,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,iTransformer,1,10,11451,9,6411,1008,1008,3.289508819580078,0.6017717054692373,0.8362453354863746,0.8680732490949972,0.3943821251917978,0.4981369342721909,0.8776395002623909,0.5508644791254922,0.7097386016016665,0.7564647673709335,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,iTransformer,1,10,11451,9,5403,1008,1008,3.5023176670074463,0.5755849921112691,0.8102142180034901,0.8771755191607585,0.5815142970245458,0.799692321800689,0.7425930350770535,0.42343317874524944,0.5625635397692292,0.8439416832493806,AR-LeafParents-window,False
fold_1,AR_AllState,RF,1,10,11451,7,9435,1008,1008,0.2962520122528076,0.185960396930058,0.3130961244203442,0.9806603624524708,0.19459628958144207,0.2564897120114142,0.9690813072778162,0.1831990761800273,0.24750347733501238,0.9675269095536271,AR-AllState,False
fold_2,AR_AllState,RF,1,10,11451,7,8427,1008,1008,0.3083796501159668,0.19032415001230585,0.3207825734711759,0.9784194066179621,0.41510008560283546,0.6010292687210925,0.8854444357809013,0.41759933555353534,0.5588440258382752,0.8532214988625328,AR-AllState,False
fold_3,AR_AllState,RF,1,10,11451,7,7419,1008,1008,0.2921786308288574,0.19748339127383915,0.33218855932042773,0.977917447156574,0.255216381166044,0.3485480448106827,0.941265909376879,0.47211373320391725,0.6471920292800817,0.8671715009260053,AR-AllState,False
fold_4,AR_AllState,RF,1,10,11451,7,6411,1008,1008,0.30945253372192383,0.2059783273429295,0.3470828112494553,0.9772735467974212,0.23141132258215893,0.3163871232716972,0.9506392949650523,0.31875069627972524,0.4204546584967765,0.9145320505343787,AR-AllState,False
fold_5,AR_AllState,RF,1,10,11451,7,5403,1008,1008,0.2726905345916748,0.22112861529173894,0.36732163808283713,0.9747548333639421,0.31464785832255876,0.4296150798109645,0.9257094667727284,0.24708248429926352,0.33425173433210503,0.9449076759215829,AR-AllState,False
fold_1,AR_AllState,Ridge,1,10,11451,7,9435,1008,1008,0.0,0.32073400227804005,0.5354070460152164,0.9434462885899962,0.17147161376905656,0.2233280969191632,0.976559441582205,0.1655527835076379,0.21237791922146884,0.9760899912459443,AR-AllState,False
fold_2,AR_AllState,Ridge,1,10,11451,7,8427,1008,1008,0.0,0.3392487237668442,0.5595081814686516,0.9343469766396941,0.2219794418452922,0.28016306695898824,0.9751087497326046,0.2082065742171405,0.2597990616056647,0.9682783054150685,AR-AllState,False
fold_3,AR_AllState,Ridge,1,10,11451,7,7419,1008,1008,0.0009984970092773438,0.3607158565651501,0.5877341607471612,0.9308739400241582,0.197532560552499,0.27624375220245656,0.9631064984481164,0.23528484455374976,0.29339400931667525,0.9727022137201493,AR-AllState,False
