time,sensor_scenario,compartment/leaf_temperature,compartment/air_temperature,deltaT_raw
2024-09-06 06:00:00,noise_5,,20.96605168513341,
2024-09-06 06:10:00,noise_5,,20.10756604918193,
2024-09-06 06:20:00,noise_5,,20.198289460100924,
2024-09-06 06:30:00,noise_5,,20.343553085991747,
2024-09-06 06:40:00,noise_5,,20.581840791085952,
2024-09-06 06:50:00,noise_5,,20.65628517463927,
2024-09-06 07:00:00,noise_5,,21.049505882223194,
2024-09-06 07:10:00,noise_5,,21.25897529225256,
2024-09-06 07:20:00,noise_5,,21.032963455479734,
2024-09-06 07:30:00,noise_5,,21.521210646053653,
2024-09-06 07:40:00,noise_5,,21.956300299835757,
2024-09-06 07:50:00,noise_5,,21.862618750095923,
2024-09-06 08:00:00,noise_5,,22.094852341524664,
2024-09-06 08:10:00,noise_5,,22.397352999426648,
2024-09-06 08:20:00,noise_5,,23.08556841204075,
2024-09-06 08:30:00,noise_5,,23.556515164081276,
2024-09-06 08:40:00,noise_5,,23.636847199100036,
2024-09-06 08:50:00,noise_5,,24.20053201269254,
2024-09-06 09:00:00,noise_5,,24.453185734423744,
2024-09-06 09:10:00,noise_5,,24.539506874901715,
2024-09-06 09:20:00,noise_5,,24.651110046406387,
2024-09-06 09:30:00,noise_5,,24.909706988191008,
2024-09-06 09:40:00,noise_5,,25.309026837195205,
2024-09-06 09:50:00,noise_5,,25.662697035104795,
2024-09-06 10:00:00,noise_5,,25.841828027701528,
2024-09-06 10:10:00,noise_5,,25.86431298963931,
2024-09-06 10:20:00,noise_5,,26.001512041256248,
2024-09-06 10:30:00,noise_5,,25.90288865363283,
2024-09-06 10:40:00,noise_5,,26.209693135806248,
2024-09-06 10:50:00,noise_5,,25.970564635650387,
2024-09-06 11:00:00,noise_5,,26.071005483344813,
2024-09-06 11:10:00,noise_5,,25.939976711389573,
2024-09-06 11:20:00,noise_5,,26.352239219718754,
2024-09-06 11:30:00,noise_5,,26.24782256734485,
2024-09-06 11:40:00,noise_5,,26.164290274749682,
2024-09-06 11:50:00,noise_5,,26.45256371390115,
2024-09-06 12:00:00,noise_5,,26.775131355921353,
2024-09-06 12:10:00,noise_5,,26.57449753824723,
2024-09-06 12:20:00,noise_5,,26.73322182580147,
2024-09-06 12:30:00,noise_5,,26.98860274648918,
2024-09-06 12:40:00,noise_5,,26.239448627571914,
2024-09-06 12:50:00,noise_5,,26.352911034152676,
2024-09-06 13:00:00,noise_5,,26.75268436506628,
2024-09-06 13:10:00,noise_5,,26.971443366298505,
2024-09-06 13:20:00,noise_5,,27.342381895342708,
2024-09-06 13:30:00,noise_5,,27.91986997443012,
2024-09-06 13:40:00,noise_5,,27.47775866659291,
2024-09-06 13:50:00,noise_5,,27.59521017191619,
2024-09-06 14:00:00,noise_5,,26.866552305325367,
2024-09-06 14:10:00,noise_5,,26.317869971428813,
2024-09-06 14:20:00,noise_5,,26.318538462359918,
2024-09-06 14:30:00,noise_5,,26.696975609960617,
2024-09-06 14:40:00,noise_5,,26.346038437307637,
2024-09-06 14:50:00,noise_5,,26.349148536282797,
2024-09-06 15:00:00,noise_5,,25.70596676527862,
2024-09-06 15:10:00,noise_5,,25.34889044501225,
2024-09-06 15:20:00,noise_5,,25.3377276435818,
2024-09-06 15:30:00,noise_5,,24.742874554637687,
2024-09-06 15:40:00,noise_5,,24.360283328063193,
2024-09-06 15:50:00,noise_5,,24.29846068273016,
2024-09-06 16:00:00,noise_5,,24.194481198794303,
2024-09-06 16:10:00,noise_5,,24.052699791665418,
2024-09-06 16:20:00,noise_5,,24.041496380995248,
2024-09-06 16:30:00,noise_5,,24.023492781430118,
2024-09-06 16:40:00,noise_5,,23.694639516498274,
2024-09-06 16:50:00,noise_5,,23.27217713782285,
2024-09-06 17:00:00,noise_5,,23.255161514294173,
2024-09-06 17:10:00,noise_5,,22.98126231006847,
2024-09-06 17:20:00,noise_5,,22.912919459264554,
2024-09-06 17:30:00,noise_5,,22.850666491901364,
2024-09-06 17:40:00,noise_5,,22.709092354651453,
2024-09-06 17:50:00,noise_5,,22.45736212907917,
2024-09-06 18:00:00,noise_5,,22.482087601287827,
2024-09-06 18:10:00,noise_5,,22.615358098100987,
2024-09-06 18:20:00,noise_5,,22.709419970651734,
